Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 9:35,5/12/2019 23:35,840,6,1,14151
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 9:35,5/24/2019 14:25,1730,4,0,12121
Vistara,10,DEL,COK,DEL-COK,0,4/9/2019 6:00,4/9/2019 9:10,190,1,0,5586
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 8:25,5/18/2019 12:00,1655,5,1,10844
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 21:10,5/21/2019 4:40,450,1,0,8586
SpiceJet,8,DEL,COK,DEL-COK,1,6/6/2019 17:55,6/6/2019 22:50,295,3,0,5409
Multiple carriers,6,DEL,COK,DEL-COK,2,3/21/2019 9:45,3/21/2019 21:20,695,3,0,7178
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 10:20,6/24/2019 1:30,910,0,0,5797
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 19:45,3/24/2019 19:40,1435,6,1,13759
Air India,1,CCU,BLR,CCU-BLR,2,5/24/2019 7:00,5/24/2019 1:20,1100,4,0,13873
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 20:55,5/21/2019 19:00,1325,1,0,16079
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/27/2019 13:15,6/27/2019 14:45,90,3,0,2017
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 20:00,5/18/2019 18:15,1335,5,1,10844
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/24/2019 21:10,4/24/2019 0:05,175,2,0,3573
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/6/2019 9:35,5/6/2019 9:45,1450,0,0,8066
Jet Airways,4,DEL,COK,DEL-COK,1,3/9/2019 20:50,3/9/2019 18:50,1320,5,1,14053
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 8:00,3/18/2019 15:15,435,0,0,12284
SpiceJet,8,DEL,COK,DEL-COK,1,4/9/2019 6:05,4/9/2019 11:20,315,1,0,5351
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 16:30,4/1/2019 16:20,1430,0,0,7064
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 2:05,3/3/2019 7:25,320,6,1,10394
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/15/2019 18:55,5/15/2019 9:20,865,2,0,9663
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 17:30,5/18/2019 1:30,480,5,1,13727
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 19:15,6/12/2019 12:35,1040,2,0,10262
IndiGo,3,BLR,DEL,BLR-DEL,0,4/9/2019 7:10,4/9/2019 10:05,175,1,0,4823
Air Asia,0,BLR,DEL,BLR-DEL,0,3/3/2019 5:50,3/3/2019 8:40,170,6,1,7074
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 7:05,3/6/2019 21:00,835,2,0,17267
Multiple carriers,6,DEL,COK,DEL-COK,1,5/21/2019 15:00,5/21/2019 1:30,630,1,0,14067
IndiGo,3,BLR,DEL,BLR-DEL,0,5/1/2019 8:30,5/1/2019 11:20,170,2,0,4823
IndiGo,3,BLR,DEL,BLR-DEL,0,4/27/2019 20:00,4/27/2019 22:50,170,5,1,4823
Air Asia,0,BLR,DEL,BLR-DEL,0,5/12/2019 23:55,5/12/2019 2:45,170,6,1,4483
Air India,1,CCU,BLR,CCU-BLR,2,6/6/2019 9:50,6/6/2019 23:15,805,3,0,14960
Air India,1,BLR,DEL,BLR-DEL,0,6/1/2019 17:00,6/1/2019 19:45,165,5,1,7171
Air India,1,CCU,BLR,CCU-BLR,1,3/24/2019 20:30,3/24/2019 8:55,745,6,1,12173
Air India,1,BLR,DEL,BLR-DEL,1,3/3/2019 0:30,3/3/2019 8:45,495,6,1,11392
Air India,1,CCU,BLR,CCU-BLR,2,5/15/2019 10:00,5/15/2019 13:45,1665,2,0,16057
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 17:00,6/9/2019 10:55,1075,6,1,14151
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/21/2019 11:10,5/21/2019 14:05,175,1,0,4030
IndiGo,3,CCU,BLR,CCU-BLR,1,5/6/2019 19:35,5/6/2019 23:15,220,0,0,4226
Air India,1,DEL,COK,DEL-COK,1,3/9/2019 4:00,3/9/2019 19:15,915,5,1,11050
Air India,1,BLR,DEL,BLR-DEL,0,5/21/2019 10:00,5/21/2019 12:45,165,1,0,6961
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 21:10,3/24/2019 9:15,725,6,1,14231
Jet Airways,4,DEL,COK,DEL-COK,2,6/27/2019 14:35,6/27/2019 12:35,1320,3,0,10919
Air India,1,DEL,COK,DEL-COK,2,3/27/2019 7:00,3/27/2019 19:15,735,2,0,10913
IndiGo,3,MAA,CCU,MAA-CCU,0,6/27/2019 22:05,6/27/2019 0:25,140,3,0,5277
Multiple carriers,6,DEL,COK,DEL-COK,1,5/21/2019 10:20,5/21/2019 21:00,640,1,0,7485
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 16:55,3/24/2019 16:20,1405,6,1,14231
GoAir,2,DEL,COK,DEL-COK,1,4/6/2019 7:25,4/6/2019 13:35,370,5,1,4201
Air India,1,DEL,COK,DEL-COK,0,3/6/2019 14:10,3/6/2019 17:10,180,2,0,7931
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 14:55,5/15/2019 22:30,455,2,0,6513
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 15:00,6/6/2019 19:00,1680,3,0,14714
IndiGo,3,CCU,BLR,CCU-BLR,1,5/9/2019 18:05,5/9/2019 23:30,325,3,0,6218
Air India,1,DEL,COK,DEL-COK,2,6/27/2019 12:00,6/27/2019 19:15,435,3,0,8603
IndiGo,3,DEL,COK,DEL-COK,1,5/21/2019 8:30,5/21/2019 21:00,750,1,0,7318
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 10:00,6/15/2019 19:00,540,5,1,13504
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 7:05,5/15/2019 22:30,925,2,0,9646
IndiGo,3,CCU,BLR,CCU-BLR,0,5/27/2019 11:30,5/27/2019 14:05,155,0,0,5224
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 9:35,6/12/2019 18:00,505,2,0,12692
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 10:20,6/6/2019 17:35,435,3,0,9689
Air India,1,CCU,BLR,CCU-BLR,2,5/9/2019 10:00,5/9/2019 1:20,920,3,0,13033
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 6:30,6/12/2019 16:20,590,2,0,13626
IndiGo,3,BOM,HYD,BOM-HYD,0,5/18/2019 19:05,5/18/2019 20:35,90,5,1,2754
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 17:00,5/9/2019 9:45,1005,3,0,12121
IndiGo,3,BLR,DEL,BLR-DEL,0,4/24/2019 1:30,4/24/2019 4:15,165,2,0,3419
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 10:00,5/21/2019 1:20,920,1,0,13033
IndiGo,3,CCU,BLR,CCU-BLR,0,4/6/2019 4:40,4/6/2019 7:15,155,5,1,4174
Air Asia,0,DEL,COK,DEL-COK,1,6/27/2019 7:55,6/27/2019 22:25,870,3,0,6152
Air India,1,DEL,COK,DEL-COK,0,6/27/2019 5:10,6/27/2019 8:00,170,3,0,5201
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/15/2019 7:00,3/15/2019 16:10,550,4,0,9134
Air India,1,CCU,BLR,CCU-BLR,2,5/18/2019 7:00,5/18/2019 1:20,1100,5,1,13243
Jet Airways,4,DEL,COK,DEL-COK,2,5/27/2019 5:30,5/27/2019 4:25,1375,0,0,15129
Jet Airways,4,BOM,HYD,BOM-HYD,0,5/9/2019 19:35,5/9/2019 21:05,90,3,0,2759
IndiGo,3,BLR,DEL,BLR-DEL,0,5/15/2019 6:05,5/15/2019 8:50,165,2,0,4423
Vistara,10,CCU,BLR,CCU-BLR,1,5/18/2019 7:10,5/18/2019 22:40,930,5,1,9187
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 7:10,5/18/2019 22:30,920,5,1,7740
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/24/2019 19:50,5/24/2019 22:50,180,4,0,6144
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 4:55,6/9/2019 12:35,460,6,1,10877
IndiGo,3,DEL,COK,DEL-COK,1,6/15/2019 11:55,6/15/2019 22:30,635,5,1,6442
IndiGo,3,DEL,COK,DEL-COK,1,3/27/2019 4:45,3/27/2019 15:30,645,2,0,7048
Multiple carriers,6,DEL,COK,DEL-COK,1,6/27/2019 15:15,6/27/2019 1:30,615,3,0,5797
Air India,1,BLR,DEL,BLR-DEL,2,3/3/2019 6:45,3/3/2019 23:55,1030,6,1,10573
IndiGo,3,DEL,COK,DEL-COK,1,5/15/2019 8:30,5/15/2019 21:00,750,2,0,7503
IndiGo,3,DEL,COK,DEL-COK,1,6/12/2019 17:30,6/12/2019 1:30,480,2,0,6104
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 21:10,5/9/2019 8:15,665,3,0,9663
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/3/2019 11:10,6/3/2019 14:05,175,0,0,5769
Air India,1,BOM,HYD,BOM-HYD,0,6/15/2019 13:55,6/15/2019 15:25,90,5,1,3100
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 17:30,5/18/2019 4:25,655,5,1,12373
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/15/2019 9:00,3/15/2019 11:30,150,4,0,3815
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 12:15,6/15/2019 12:35,1460,5,1,14300
IndiGo,3,BLR,DEL,BLR-DEL,0,6/1/2019 7:10,6/1/2019 10:05,175,5,1,4823
IndiGo,3,BOM,HYD,BOM-HYD,0,6/18/2019 19:05,6/18/2019 20:35,90,1,0,2754
Multiple carriers,6,DEL,COK,DEL-COK,1,6/3/2019 6:00,6/3/2019 19:15,795,0,0,9736
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/21/2019 9:45,3/21/2019 14:25,280,3,0,7280
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 8:00,6/9/2019 21:00,780,6,1,7408
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 20:00,6/12/2019 12:00,960,2,0,13044
Air India,1,CCU,BLR,CCU-BLR,2,5/24/2019 5:50,5/24/2019 23:15,1045,4,0,12723
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/6/2019 16:30,5/6/2019 4:40,730,0,0,8586
IndiGo,3,DEL,COK,DEL-COK,1,6/12/2019 16:00,6/12/2019 1:30,570,2,0,6316
Jet Airways,4,DEL,COK,DEL-COK,1,5/9/2019 9:00,5/9/2019 19:00,600,3,0,15554
SpiceJet,8,BOM,HYD,BOM-HYD,0,3/15/2019 13:10,3/15/2019 14:30,80,4,0,2385
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 13:00,6/9/2019 21:00,480,6,1,13587
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 2:35,3/3/2019 8:30,355,6,1,13790
Air India,1,DEL,COK,DEL-COK,2,5/15/2019 9:45,5/15/2019 9:25,1420,2,0,10975
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 8:25,5/21/2019 9:20,1495,1,0,14388
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 18:00,6/6/2019 1:30,450,3,0,7198
Jet Airways,4,DEL,COK,DEL-COK,2,5/9/2019 9:40,5/9/2019 12:35,1615,3,0,13029
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 7:05,5/27/2019 19:15,730,0,0,12717
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 6:40,3/3/2019 13:20,400,6,1,14871
Jet Airways,4,CCU,BLR,CCU-BLR,2,6/6/2019 6:30,6/6/2019 20:50,860,3,0,10118
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 22:50,6/6/2019 4:25,335,3,0,10262
Jet Airways,4,BOM,HYD,BOM-HYD,0,3/24/2019 2:55,3/24/2019 4:25,90,6,1,2071
Air India,1,BLR,DEL,BLR-DEL,0,4/27/2019 21:05,4/27/2019 23:55,170,5,1,5228
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/21/2019 16:55,3/21/2019 11:25,1110,3,0,7832
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 11:40,6/6/2019 21:00,560,3,0,7005
Jet Airways,4,DEL,COK,DEL-COK,2,6/9/2019 18:25,6/9/2019 12:35,1090,6,1,14237
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/6/2019 21:10,4/6/2019 0:05,175,5,1,3971
IndiGo,3,BLR,DEL,BLR-DEL,0,6/21/2019 22:10,6/21/2019 1:00,170,4,0,3943
IndiGo,3,DEL,COK,DEL-COK,1,3/27/2019 6:40,3/27/2019 15:30,530,2,0,8574
Air India,1,DEL,COK,DEL-COK,2,6/15/2019 5:55,6/15/2019 19:15,800,5,1,12646
Jet Airways,4,DEL,COK,DEL-COK,2,3/21/2019 13:00,3/21/2019 18:50,1790,3,0,13082
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 8:25,5/21/2019 8:15,1430,1,0,13941
GoAir,2,DEL,COK,DEL-COK,1,4/6/2019 7:00,4/6/2019 12:55,355,5,1,5135
Air India,1,CCU,BLR,CCU-BLR,1,5/21/2019 10:00,5/21/2019 20:25,625,1,0,11096
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 22:50,3/18/2019 9:30,640,0,0,13555
Vistara,10,BLR,DEL,BLR-DEL,0,4/12/2019 9:45,4/12/2019 12:35,170,4,0,5403
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 11:40,6/24/2019 19:00,440,0,0,15812
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 20:00,5/21/2019 8:15,735,1,0,14781
Air India,1,DEL,COK,DEL-COK,1,6/6/2019 13:30,6/6/2019 23:00,570,3,0,8907
Air India,1,CCU,BLR,CCU-BLR,0,5/3/2019 20:45,5/3/2019 23:20,155,4,0,4145
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 20:25,6/9/2019 9:45,800,6,1,14151
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 6:00,3/27/2019 15:30,570,2,0,7845
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 9:15,5/15/2019 19:15,600,2,0,8099
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 15:00,5/27/2019 1:30,630,0,0,13377
Air India,1,BLR,DEL,BLR-DEL,2,3/12/2019 6:50,3/12/2019 11:20,1710,1,0,12734
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 22:50,6/3/2019 4:25,335,0,0,10262
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/15/2019 18:55,5/15/2019 22:00,185,2,0,7229
Vistara,10,BOM,HYD,BOM-HYD,1,3/6/2019 8:45,3/6/2019 9:25,1480,2,0,12395
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 19:45,3/24/2019 9:15,810,6,1,11134
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 13:00,3/21/2019 18:50,350,3,0,6540
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 6:40,6/6/2019 19:15,755,3,0,7354
Air India,1,DEL,COK,DEL-COK,2,6/24/2019 12:00,6/24/2019 7:40,1180,0,0,9548
Vistara,10,CCU,BLR,CCU-BLR,1,5/1/2019 7:10,5/1/2019 10:45,1655,2,0,9187
IndiGo,3,DEL,COK,DEL-COK,1,5/9/2019 7:35,5/9/2019 12:10,275,3,0,5054
Air India,1,CCU,BLR,CCU-BLR,1,6/9/2019 10:00,6/9/2019 20:25,625,6,1,10413
IndiGo,3,CCU,BLR,CCU-BLR,0,5/27/2019 21:25,5/27/2019 0:05,160,0,0,4804
IndiGo,3,BOM,HYD,BOM-HYD,0,6/15/2019 6:25,6/15/2019 7:55,90,5,1,4049
Multiple carriers,6,DEL,COK,DEL-COK,1,6/27/2019 19:00,6/27/2019 1:30,390,3,0,6795
Air India,1,CCU,BLR,CCU-BLR,0,3/21/2019 20:45,3/21/2019 23:20,155,3,0,4435
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 16:30,6/12/2019 4:40,730,2,0,6224
IndiGo,3,CCU,BLR,CCU-BLR,0,6/12/2019 20:20,6/12/2019 22:55,155,2,0,4804
IndiGo,3,DEL,COK,DEL-COK,1,4/15/2019 5:05,4/15/2019 16:10,665,0,0,6171
IndiGo,3,DEL,COK,DEL-COK,1,6/3/2019 11:25,6/3/2019 21:00,575,0,0,6093
IndiGo,3,CCU,BLR,CCU-BLR,0,4/12/2019 17:15,4/12/2019 19:50,155,4,0,4174
IndiGo,3,BOM,HYD,BOM-HYD,0,5/6/2019 2:35,5/6/2019 4:05,90,0,0,3342
Multiple carriers,6,DEL,COK,DEL-COK,1,6/3/2019 10:00,6/3/2019 21:00,660,0,0,13587
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 21:50,5/21/2019 4:25,395,1,0,16079
IndiGo,3,DEL,COK,DEL-COK,0,4/18/2019 5:35,4/18/2019 8:50,195,3,0,6015
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 17:00,5/24/2019 19:10,1570,4,0,13067
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 4:55,5/15/2019 12:35,460,2,0,9103
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 20:25,5/24/2019 23:35,1630,4,0,14151
Jet Airways,4,DEL,COK,DEL-COK,2,3/27/2019 6:20,3/27/2019 18:50,750,2,0,11538
IndiGo,3,DEL,COK,DEL-COK,2,3/9/2019 8:35,3/9/2019 21:20,765,5,1,8146
Air India,1,CCU,BLR,CCU-BLR,1,5/6/2019 19:00,5/6/2019 4:40,580,0,0,6117
Jet Airways,4,DEL,COK,DEL-COK,1,3/3/2019 2:15,3/3/2019 4:25,1570,6,1,17024
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 14:05,3/1/2019 7:40,1055,4,0,22270
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 20:25,6/9/2019 21:05,1480,6,1,12692
Vistara,10,CCU,BLR,CCU-BLR,1,6/12/2019 7:10,6/12/2019 20:20,790,2,0,8610
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 7:10,6/24/2019 22:30,920,0,0,6723
Vistara,10,BLR,DEL,BLR-DEL,0,5/12/2019 17:00,5/12/2019 19:35,155,6,1,4878
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 20:35,3/6/2019 7:40,665,2,0,16736
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 13:55,3/24/2019 9:15,1160,6,1,11134
IndiGo,3,BLR,DEL,BLR-DEL,0,5/3/2019 4:00,5/3/2019 6:50,170,4,0,3943
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 9:00,6/12/2019 21:00,720,2,0,13587
Jet Airways,4,DEL,COK,DEL-COK,2,3/6/2019 5:25,3/6/2019 4:25,1380,2,0,16914
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/18/2019 22:45,5/18/2019 0:15,90,5,1,1965
Multiple carriers,6,DEL,COK,DEL-COK,1,5/9/2019 13:00,5/9/2019 21:00,480,3,0,8073
IndiGo,3,BLR,DEL,BLR-DEL,0,6/3/2019 13:00,6/3/2019 15:50,170,0,0,3943
IndiGo,3,CCU,BLR,CCU-BLR,1,5/12/2019 15:15,5/12/2019 20:05,290,6,1,5170
GoAir,2,BLR,DEL,BLR-DEL,0,5/15/2019 11:40,5/15/2019 14:30,170,2,0,3398
Air Asia,0,CCU,BLR,CCU-BLR,0,4/18/2019 10:20,4/18/2019 12:55,155,3,0,4409
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/21/2019 17:45,6/21/2019 20:45,180,4,0,8541
IndiGo,3,BLR,DEL,BLR-DEL,0,3/21/2019 4:00,3/21/2019 6:50,170,3,0,4777
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/18/2019 22:20,3/18/2019 0:40,140,0,0,3847
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 18:55,4/1/2019 12:00,1025,0,0,7064
Vistara,10,BLR,DEL,BLR-DEL,0,5/27/2019 21:00,5/27/2019 23:50,170,0,0,4668
SpiceJet,8,BOM,HYD,BOM-HYD,0,3/18/2019 22:45,3/18/2019 0:10,85,0,0,1965
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 6:30,5/21/2019 16:20,590,1,0,14781
IndiGo,3,BOM,HYD,BOM-HYD,0,6/15/2019 9:10,6/15/2019 10:40,90,5,1,4049
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 18:55,5/18/2019 8:15,800,5,1,13584
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 20:55,5/18/2019 12:35,940,5,1,12373
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 16:00,5/27/2019 19:00,1620,0,0,16079
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/24/2019 8:20,5/24/2019 11:20,180,4,0,7229
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 21:25,3/6/2019 21:20,1435,2,0,17471
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 6:30,5/12/2019 16:20,590,6,1,14781
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 6:30,6/9/2019 19:50,800,6,1,14571
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 3:50,5/18/2019 12:35,525,5,1,10197
SpiceJet,8,DEL,COK,DEL-COK,1,6/1/2019 17:55,6/1/2019 22:50,295,5,1,5975
Multiple carriers,6,DEL,COK,DEL-COK,1,4/9/2019 17:45,4/9/2019 1:30,465,1,0,8535
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 9:55,3/27/2019 21:00,665,2,0,12537
Air India,1,CCU,BLR,CCU-BLR,0,5/24/2019 20:45,5/24/2019 23:20,155,4,0,4145
IndiGo,3,BOM,HYD,BOM-HYD,0,3/15/2019 9:10,3/15/2019 10:40,90,4,0,4049
Air Asia,0,CCU,BLR,CCU-BLR,1,5/9/2019 22:40,5/9/2019 10:40,720,3,0,5192
Air India,1,BLR,DEL,BLR-DEL,0,5/9/2019 21:05,5/9/2019 23:55,170,3,0,6121
Air India,1,DEL,COK,DEL-COK,1,6/24/2019 3:50,6/24/2019 19:15,925,0,0,8669
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 6:00,5/18/2019 19:15,795,5,1,8476
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/21/2019 5:45,6/21/2019 7:15,90,4,0,2647
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 20:55,6/6/2019 19:00,1325,3,0,14714
Air India,1,DEL,COK,DEL-COK,1,3/6/2019 20:30,3/6/2019 8:15,705,2,0,10566
Jet Airways,4,DEL,COK,DEL-COK,1,6/15/2019 11:30,6/15/2019 19:00,450,5,1,10262
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 10:00,3/21/2019 1:35,935,3,0,8098
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 10:00,3/27/2019 21:00,660,2,0,6883
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 10:00,6/15/2019 19:15,555,5,1,16108
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/18/2019 17:15,3/18/2019 19:45,150,0,0,4413
Jet Airways,4,DEL,COK,DEL-COK,2,6/1/2019 14:35,6/1/2019 12:35,1320,5,1,10919
IndiGo,3,CCU,BLR,CCU-BLR,0,5/9/2019 21:25,5/9/2019 0:05,160,3,0,4804
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 20:25,6/6/2019 10:55,870,3,0,10539
IndiGo,3,BLR,DEL,BLR-DEL,0,3/9/2019 22:20,3/9/2019 1:10,170,5,1,4377
Air India,1,BLR,DEL,BLR-DEL,0,6/6/2019 6:10,6/6/2019 8:55,165,3,0,6961
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 13:00,5/27/2019 21:00,480,0,0,7408
IndiGo,3,BLR,DEL,BLR-DEL,0,5/9/2019 18:55,5/9/2019 21:50,175,3,0,4823
IndiGo,3,CCU,BLR,CCU-BLR,0,3/21/2019 14:20,3/21/2019 16:55,155,3,0,5198
Jet Airways,4,DEL,COK,DEL-COK,1,6/1/2019 17:30,6/1/2019 19:00,1530,5,1,10262
Vistara,10,BLR,DEL,BLR-DEL,0,4/27/2019 17:00,4/27/2019 19:35,155,5,1,5613
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 20:55,6/12/2019 4:25,450,2,0,10262
IndiGo,3,BOM,HYD,BOM-HYD,0,5/3/2019 9:10,5/3/2019 10:40,90,4,0,5755
Vistara,10,MAA,CCU,MAA-CCU,0,5/21/2019 7:05,5/21/2019 9:20,135,1,0,3687
Jet Airways,4,BOM,HYD,BOM-HYD,0,6/3/2019 19:35,6/3/2019 21:05,90,0,0,5678
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 18:15,3/21/2019 1:35,440,3,0,13542
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 19:15,3/21/2019 18:50,1415,3,0,12347
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 9:35,5/21/2019 19:10,575,1,0,12384
Jet Airways,4,DEL,COK,DEL-COK,2,4/9/2019 5:30,4/9/2019 4:25,1375,1,0,10909
IndiGo,3,BLR,DEL,BLR-DEL,0,6/3/2019 16:55,6/3/2019 19:55,180,0,0,4823
IndiGo,3,DEL,COK,DEL-COK,1,6/12/2019 16:00,6/12/2019 21:00,300,2,0,6069
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 16:00,5/21/2019 19:00,1620,1,0,12898
IndiGo,3,CCU,BLR,CCU-BLR,0,6/15/2019 4:40,6/15/2019 7:15,155,5,1,4804
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 8:25,3/24/2019 4:45,1220,6,1,10031
IndiGo,3,DEL,COK,DEL-COK,1,6/9/2019 7:35,6/9/2019 22:30,895,6,1,6442
Air India,1,DEL,COK,DEL-COK,2,5/21/2019 12:00,5/21/2019 7:40,1180,1,0,9653
Vistara,10,CCU,BLR,CCU-BLR,1,6/9/2019 17:00,6/9/2019 20:20,1640,6,1,8610
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 14:00,6/12/2019 19:00,300,2,0,14714
Air India,1,BLR,DEL,BLR-DEL,1,3/1/2019 0:30,3/1/2019 23:55,1405,4,0,12599
Multiple carriers,6,DEL,COK,DEL-COK,1,5/9/2019 4:55,5/9/2019 19:00,845,3,0,9103
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 22:50,5/21/2019 4:25,335,1,0,12898
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/6/2019 5:45,6/6/2019 7:15,90,3,0,2647
Jet Airways,4,BOM,HYD,BOM-HYD,0,3/3/2019 7:10,3/3/2019 8:35,85,6,1,5678
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 19:15,5/18/2019 12:35,1040,5,1,12373
