Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-06 06:00:00,2019-06-06 19:00:00,780,3,0,11789
Air India,1,DEL,COK,DEL-COK,1,2019-06-15 21:00:00,2019-06-15 07:40:00,640,5,1,8372
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 06:00:00,2019-05-09 19:15:00,795,3,0,8266
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 06:30:00,2019-05-06 19:50:00,800,0,0,14781
Vistara,10,BLR,DEL,BLR-DEL,0,2019-04-21 17:00:00,2019-04-21 19:35:00,155,6,1,5613
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-24 15:15:00,2019-04-24 18:10:00,175,2,0,7229
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-24 08:30:00,2019-06-24 21:00:00,750,0,0,6093
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-21 05:30:00,2019-05-21 12:35:00,425,1,0,15544
GoAir,2,DEL,COK,DEL-COK,1,2019-05-18 07:25:00,2019-05-18 13:35:00,370,5,1,6296
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-04-27 09:35:00,2019-04-27 12:20:00,165,5,1,4804
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-03-18 05:50:00,2019-03-18 08:40:00,170,0,0,4284
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-21 07:35:00,2019-03-21 22:20:00,885,3,0,6558
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-24 21:50:00,2019-06-24 03:35:00,345,0,0,5775
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-06-21 08:20:00,2019-06-21 10:35:00,135,4,0,3543
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-06 09:55:00,2019-03-06 18:50:00,535,2,0,17024
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-09 07:05:00,2019-06-09 08:30:00,85,6,1,4050
Air India,1,BOM,HYD,BOM-HYD,2,2019-03-06 06:00:00,2019-03-06 15:15:00,1995,2,0,14219
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-01 11:40:00,2019-03-01 18:25:00,405,4,0,26890
Air India,1,DEL,COK,DEL-COK,2,2019-06-15 19:45:00,2019-06-15 19:15:00,1410,5,1,9653
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-21 06:05:00,2019-06-21 08:50:00,165,4,0,3943
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-18 14:05:00,2019-05-18 16:20:00,1575,5,1,10844
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 21:10:00,2019-04-01 04:40:00,450,0,0,8849
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-06-12 01:40:00,2019-06-12 03:10:00,90,2,0,2754
Air India,1,DEL,COK,DEL-COK,2,2019-03-21 06:50:00,2019-03-21 19:15:00,2185,3,0,10756
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 17:00:00,2019-05-21 21:05:00,1685,1,0,14151
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-12 08:25:00,2019-06-12 20:45:00,740,2,0,9899
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-21 22:00:00,2019-03-21 04:25:00,385,3,0,12242
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-09 19:30:00,2019-06-09 12:35:00,1025,6,1,10368
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-24 09:10:00,2019-05-24 10:40:00,90,4,0,5755
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 18:15:00,2019-06-15 04:25:00,610,5,1,10262
SpiceJet,8,CCU,BLR,CCU-BLR,1,2019-06-06 08:35:00,2019-06-06 17:15:00,520,3,0,6643
Multiple carriers Premium economy,7,DEL,COK,DEL-COK,1,2019-03-21 07:30:00,2019-03-21 21:00:00,810,3,0,9845
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 18:55:00,2019-03-24 12:00:00,1025,6,1,11134
SpiceJet,8,DEL,COK,DEL-COK,1,2019-06-01 06:05:00,2019-06-01 11:20:00,315,5,1,5583
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-15 16:00:00,2019-05-15 21:00:00,300,2,0,6069
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-12 05:45:00,2019-03-12 20:20:00,875,1,0,13817
Air India,1,DEL,COK,DEL-COK,2,2019-03-06 05:00:00,2019-03-06 19:15:00,2295,2,0,10283
Air India,1,CCU,BLR,CCU-BLR,1,2019-03-24 09:50:00,2019-03-24 21:05:00,675,6,1,7795
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-09 00:20:00,2019-03-09 07:40:00,440,5,1,13977
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-01 06:45:00,2019-06-01 04:25:00,1300,5,1,10919
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-03 20:25:00,2019-03-03 23:05:00,160,6,1,6038
IndiGo,3,DEL,COK,DEL-COK,0,2019-05-21 05:35:00,2019-05-21 08:50:00,195,1,0,5601
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-09 07:30:00,2019-03-09 21:00:00,810,5,1,12351
Air India,1,DEL,COK,DEL-COK,0,2019-04-15 05:10:00,2019-04-15 08:00:00,170,0,0,6094
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-15 10:35:00,2019-05-15 19:15:00,520,2,0,7575
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 21:50:00,2019-05-27 04:25:00,395,0,0,16079
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 19:15:00,2019-06-15 19:00:00,1425,5,1,10262
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-09 16:45:00,2019-06-09 22:25:00,340,6,1,13470
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-27 11:10:00,2019-06-27 14:05:00,175,3,0,8016
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-09 18:15:00,2019-03-09 18:50:00,1475,5,1,16289
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 19:45:00,2019-06-06 04:25:00,520,3,0,10262
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-27 18:25:00,2019-06-27 21:20:00,175,3,0,4823
Vistara,10,BLR,DEL,BLR-DEL,0,2019-04-09 09:45:00,2019-04-09 12:35:00,170,1,0,5403
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-18 17:30:00,2019-05-18 19:00:00,1530,5,1,12373
SpiceJet,8,BOM,HYD,BOM-HYD,1,2019-03-06 14:10:00,2019-03-06 22:25:00,495,2,0,13552
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 08:25:00,2019-05-09 20:45:00,740,3,0,10844
Air India,1,BOM,HYD,BOM-HYD,2,2019-03-06 09:40:00,2019-03-06 23:45:00,845,2,0,22619
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-27 10:35:00,2019-05-27 19:15:00,520,0,0,8625
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-24 06:00:00,2019-03-24 08:45:00,165,6,1,4777
IndiGo,3,DEL,COK,DEL-COK,0,2019-06-21 05:35:00,2019-06-21 08:50:00,195,4,0,5000
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-06 19:10:00,2019-03-06 19:45:00,1475,2,0,21954
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 11:30:00,2019-06-03 04:25:00,1015,0,0,11627
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 14:05:00,2019-05-24 04:40:00,875,4,0,13731
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-03 22:10:00,2019-04-03 01:00:00,170,2,0,3943
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-21 08:55:00,2019-03-21 23:00:00,845,3,0,6992
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 18:55:00,2019-05-06 04:40:00,585,0,0,13941
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-12 08:00:00,2019-06-12 19:00:00,660,2,0,14924
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 02:15:00,2019-06-27 12:35:00,620,3,0,18371
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-03-03 19:35:00,2019-03-03 21:55:00,140,6,1,7295
Air India,1,BLR,DEL,BLR-DEL,1,2019-03-09 17:00:00,2019-03-09 16:40:00,1420,5,1,9292
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 20:00:00,2019-05-01 08:15:00,735,2,0,13941
IndiGo,3,CCU,BLR,CCU-BLR,1,2019-03-24 04:15:00,2019-03-24 09:50:00,335,6,1,4150
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 20:00:00,2019-04-01 23:35:00,1655,0,0,12681
IndiGo,3,DEL,COK,DEL-COK,0,2019-06-03 05:35:00,2019-06-03 08:50:00,195,0,0,5601
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-21 09:50:00,2019-05-21 08:55:00,1385,1,0,14960
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-06 16:00:00,2019-06-06 01:30:00,570,3,0,13377
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-03-21 12:00:00,2019-03-21 13:25:00,85,3,0,3342
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-06 11:10:00,2019-06-06 14:05:00,175,3,0,8016
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-06 05:45:00,2019-03-06 23:00:00,1035,2,0,16736
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 21:10:00,2019-03-24 19:40:00,1350,6,1,10031
Air India,1,DEL,COK,DEL-COK,1,2019-04-21 20:30:00,2019-04-21 08:15:00,705,6,1,7258
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-15 06:00:00,2019-05-15 08:45:00,165,2,0,4030
Air India,1,DEL,COK,DEL-COK,2,2019-06-24 14:25:00,2019-06-24 19:15:00,1730,0,0,13381
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-24 23:05:00,2019-05-24 04:25:00,1760,4,0,16704
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 09:00:00,2019-06-24 21:00:00,720,0,0,13587
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-05-24 02:55:00,2019-05-24 04:20:00,85,4,0,5678
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 06:30:00,2019-04-01 09:20:00,1610,0,0,7064
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-06-03 01:40:00,2019-06-03 03:10:00,90,0,0,2754
Vistara,10,BLR,DEL,BLR-DEL,0,2019-05-01 09:45:00,2019-05-01 12:35:00,170,2,0,4668
Air Asia,0,CCU,BLR,CCU-BLR,0,2019-06-21 19:55:00,2019-06-21 22:25:00,150,4,0,4107
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-12 04:55:00,2019-06-12 21:00:00,965,2,0,5894
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 17:30:00,2019-06-06 04:25:00,655,3,0,10262
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 16:30:00,2019-05-09 08:15:00,945,3,0,13941
Air Asia,0,DEL,COK,DEL-COK,1,2019-04-27 16:45:00,2019-04-27 07:10:00,865,5,1,6451
Air India,1,DEL,COK,DEL-COK,2,2019-06-27 09:45:00,2019-06-27 09:25:00,1420,3,0,10975
Air India,1,DEL,COK,DEL-COK,2,2019-03-06 12:00:00,2019-03-06 07:40:00,1180,2,0,14746
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-06 20:45:00,2019-06-06 07:10:00,625,3,0,11410
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-05-01 06:55:00,2019-05-01 09:30:00,155,2,0,3841
Air India,1,DEL,COK,DEL-COK,2,2019-06-03 06:50:00,2019-06-03 07:40:00,1490,0,0,13381
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 11:30:00,2019-05-09 01:30:00,840,3,0,15078
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-09 09:25:00,2019-05-09 18:30:00,545,3,0,8891
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 14:05:00,2019-05-09 10:05:00,1200,3,0,7757
Air India,1,BLR,DEL,BLR-DEL,0,2019-04-09 05:45:00,2019-04-09 08:45:00,180,1,0,4441
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 19:45:00,2019-03-24 18:10:00,1345,6,1,10031
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-12 13:00:00,2019-04-12 15:50:00,170,4,0,4823
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-24 09:25:00,2019-05-24 18:30:00,545,4,0,8576
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-12 20:35:00,2019-03-12 16:10:00,1175,1,0,11087
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-18 10:00:00,2019-05-18 12:35:00,1595,5,1,12373
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-21 09:25:00,2019-05-21 05:35:00,1210,1,0,11432
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-06-15 16:55:00,2019-06-15 18:25:00,90,5,1,3175
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-12 09:35:00,2019-05-12 12:20:00,165,6,1,4804
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-27 09:40:00,2019-06-27 12:35:00,1615,3,0,13014
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-06 07:10:00,2019-03-06 22:20:00,910,2,0,7563
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-06-27 09:00:00,2019-06-27 11:25:00,145,3,0,3873
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-21 11:55:00,2019-05-21 00:55:00,780,1,0,6282
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-01 08:30:00,2019-06-01 19:00:00,630,5,1,11200
Vistara,10,BLR,DEL,BLR-DEL,0,2019-04-24 19:30:00,2019-04-24 22:15:00,165,2,0,5613
IndiGo,3,DEL,COK,DEL-COK,0,2019-06-09 14:20:00,2019-06-09 17:35:00,195,6,1,5601
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 14:00:00,2019-06-15 12:35:00,1355,5,1,10262
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-01 20:00:00,2019-03-01 22:55:00,175,4,0,14306
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 20:00:00,2019-04-01 20:45:00,1485,0,0,7064
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 07:05:00,2019-06-27 19:00:00,715,3,0,18371
Air India,1,DEL,COK,DEL-COK,2,2019-05-18 20:15:00,2019-05-18 19:15:00,1380,5,1,13591
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-01 09:40:00,2019-06-01 12:35:00,1615,5,1,10368
Multiple carriers,6,DEL,COK,DEL-COK,2,2019-06-12 17:50:00,2019-06-12 01:30:00,460,2,0,18275
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-27 22:10:00,2019-05-27 01:00:00,170,0,0,3749
Air Asia,0,CCU,BLR,CCU-BLR,2,2019-06-06 15:10:00,2019-06-06 23:30:00,500,3,0,6810
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-21 11:40:00,2019-05-21 21:00:00,560,1,0,7485
Air India,1,CCU,BLR,CCU-BLR,0,2019-05-27 14:15:00,2019-05-27 16:45:00,150,0,0,5510
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 18:15:00,2019-06-03 04:25:00,610,0,0,10262
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 07:10:00,2019-06-24 16:10:00,540,0,0,6723
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-21 08:00:00,2019-03-21 15:30:00,450,3,0,8307
GoAir,2,DEL,COK,DEL-COK,1,2019-04-21 05:55:00,2019-04-21 13:35:00,460,6,1,6146
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-27 13:25:00,2019-05-27 12:35:00,1390,0,0,15129
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 06:30:00,2019-05-01 12:00:00,330,2,0,14388
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-06 06:00:00,2019-04-06 08:45:00,165,5,1,4544
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-12 11:10:00,2019-04-12 14:05:00,175,4,0,5198
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-18 09:15:00,2019-05-18 01:30:00,975,5,1,7503
GoAir,2,BLR,DEL,BLR-DEL,1,2019-03-01 15:45:00,2019-03-01 20:15:00,270,4,0,12314
Air India,1,DEL,COK,DEL-COK,1,2019-05-15 13:00:00,2019-05-15 19:15:00,375,2,0,8372
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 16:30:00,2019-05-21 23:35:00,425,1,0,14781
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-24 19:50:00,2019-06-24 22:50:00,180,0,0,8016
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-03-12 07:55:00,2019-03-12 10:15:00,140,1,0,6297
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 08:25:00,2019-05-01 09:20:00,1495,2,0,14388
GoAir,2,DEL,COK,DEL-COK,1,2019-06-01 07:25:00,2019-06-01 13:35:00,370,5,1,6393
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 21:10:00,2019-06-09 10:05:00,775,6,1,14939
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 08:25:00,2019-05-21 19:50:00,685,1,0,14781
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-06 07:30:00,2019-03-06 21:00:00,810,2,0,14871
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-04-06 09:30:00,2019-04-06 12:20:00,170,5,1,4319
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 17:00:00,2019-05-15 09:45:00,1005,2,0,13067
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-01 16:55:00,2019-03-01 08:15:00,920,4,0,26890
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-15 07:00:00,2019-03-15 13:15:00,375,4,0,9134
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-03 21:15:00,2019-04-03 00:15:00,180,2,0,3943
Air India,1,DEL,COK,DEL-COK,1,2019-06-24 07:00:00,2019-06-24 19:15:00,735,0,0,8879
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 18:55:00,2019-05-24 12:00:00,1025,4,0,14571
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-06-15 09:35:00,2019-06-15 12:10:00,155,5,1,5644
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 06:30:00,2019-06-09 04:40:00,1330,6,1,9663
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 14:05:00,2019-06-09 23:35:00,570,6,1,14571
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-06-09 21:10:00,2019-06-09 00:05:00,175,6,1,3971
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-06 09:00:00,2019-03-06 18:50:00,590,2,0,17024
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-05-15 17:10:00,2019-05-15 19:40:00,150,2,0,3841
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 19:45:00,2019-05-27 19:00:00,1395,0,0,12898
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-06 14:35:00,2019-06-06 04:25:00,830,3,0,13376
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-15 21:25:00,2019-06-15 12:35:00,910,5,1,9905
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 08:00:00,2019-06-15 21:00:00,780,5,1,13587
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 06:00:00,2019-06-24 21:00:00,900,0,0,7740
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-21 06:00:00,2019-05-21 12:35:00,395,1,0,9794
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-06 22:50:00,2019-03-06 21:20:00,1350,2,0,17471
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-09 13:45:00,2019-03-09 04:25:00,880,5,1,15129
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 09:35:00,2019-05-01 14:25:00,1730,2,0,11467
Air India,1,CCU,BLR,CCU-BLR,1,2019-06-12 14:35:00,2019-06-12 14:35:00,1440,2,0,6528
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-27 07:30:00,2019-06-27 19:15:00,705,3,0,8266
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-06 06:40:00,2019-03-06 22:20:00,940,2,0,6442
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-12 22:50:00,2019-06-12 12:35:00,825,2,0,10262
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-03-01 07:10:00,2019-03-01 08:35:00,85,4,0,17501
Air India,1,BLR,DEL,BLR-DEL,0,2019-05-24 06:10:00,2019-05-24 08:55:00,165,4,0,8273
Air India,1,DEL,COK,DEL-COK,2,2019-03-21 18:30:00,2019-03-21 19:15:00,1485,3,0,10703
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 10:00:00,2019-06-15 01:30:00,930,5,1,8510
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-03-15 20:05:00,2019-03-15 21:35:00,90,4,0,2754
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-18 21:20:00,2019-05-18 22:50:00,90,5,1,2227
Multiple carriers,6,DEL,COK,DEL-COK,2,2019-06-27 17:50:00,2019-06-27 01:30:00,460,3,0,18275
SpiceJet,8,DEL,COK,DEL-COK,1,2019-04-21 08:45:00,2019-04-21 13:15:00,270,6,1,6356
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 14:05:00,2019-05-15 20:45:00,400,2,0,14781
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-27 09:40:00,2019-05-27 12:35:00,1615,0,0,13029
GoAir,2,BLR,DEL,BLR-DEL,0,2019-05-01 11:40:00,2019-05-01 14:30:00,170,2,0,4340
Air India,1,CCU,BLR,CCU-BLR,2,2019-06-12 17:30:00,2019-06-12 13:45:00,1215,2,0,12224
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 16:30:00,2019-05-24 18:15:00,1545,4,0,10844
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-04-15 09:35:00,2019-04-15 12:20:00,165,0,0,4174
Air India,1,BLR,DEL,BLR-DEL,2,2019-03-01 17:00:00,2019-03-01 22:55:00,1795,4,0,14887
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-04-09 09:00:00,2019-04-09 19:15:00,615,1,0,12853
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-05-15 11:10:00,2019-05-15 13:55:00,165,2,0,3383
GoAir,2,BLR,DEL,BLR-DEL,0,2019-03-01 11:40:00,2019-03-01 14:35:00,175,4,0,11111
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-01 17:45:00,2019-04-01 20:45:00,180,0,0,7229
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-06 17:45:00,2019-05-06 20:45:00,180,0,0,4030
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-03 15:00:00,2019-03-03 01:35:00,635,6,1,14871
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 19:45:00,2019-05-27 04:25:00,520,0,0,12898
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-18 11:30:00,2019-05-18 19:15:00,465,5,1,14533
Air India,1,DEL,COK,DEL-COK,1,2019-06-06 17:40:00,2019-06-06 08:15:00,875,3,0,7258
SpiceJet,8,DEL,COK,DEL-COK,1,2019-04-01 08:45:00,2019-04-01 13:15:00,270,0,0,4812
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 09:35:00,2019-05-09 21:05:00,690,3,0,12384
Air India,1,DEL,COK,DEL-COK,2,2019-06-06 12:00:00,2019-06-06 07:40:00,1180,3,0,8603
Air India,1,DEL,COK,DEL-COK,2,2019-06-06 12:00:00,2019-06-06 19:15:00,435,3,0,8603
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 13:55:00,2019-03-24 23:25:00,570,6,1,14231
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-09 23:05:00,2019-05-09 04:25:00,1760,3,0,15129
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-01 20:45:00,2019-06-01 07:10:00,625,5,1,11410
Air India,1,BLR,DEL,BLR-DEL,2,2019-03-12 08:50:00,2019-03-12 09:25:00,1475,1,0,12725
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-09 09:35:00,2019-06-09 12:35:00,1620,6,1,13292
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-04-24 06:55:00,2019-04-24 09:30:00,155,2,0,3873
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-15 07:55:00,2019-06-15 10:15:00,140,5,1,3850
SpiceJet,8,CCU,BLR,CCU-BLR,1,2019-06-09 11:35:00,2019-06-09 18:50:00,435,6,1,8479
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 09:35:00,2019-05-24 23:35:00,840,4,0,14151
Air India,1,BLR,DEL,BLR-DEL,0,2019-04-24 06:10:00,2019-04-24 08:55:00,165,2,0,5228
Vistara,10,CCU,BLR,CCU-BLR,1,2019-06-09 07:10:00,2019-06-09 09:05:00,1555,6,1,9397
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-18 07:05:00,2019-06-18 08:30:00,85,1,0,4995
Air India,1,DEL,COK,DEL-COK,2,2019-06-01 19:45:00,2019-06-01 19:15:00,1410,5,1,10651
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-04-03 04:55:00,2019-04-03 07:45:00,170,2,0,4282
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-21 08:20:00,2019-05-21 21:50:00,810,1,0,10697
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 09:35:00,2019-05-21 14:25:00,1730,1,0,9314
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-27 05:15:00,2019-06-27 07:40:00,145,3,0,3540
Air India,1,DEL,COK,DEL-COK,2,2019-06-12 16:40:00,2019-06-12 19:15:00,1595,2,0,9443
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-06 07:30:00,2019-03-06 15:30:00,480,2,0,15147
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-27 08:20:00,2019-06-27 11:20:00,180,3,0,8016
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-24 21:20:00,2019-05-24 22:50:00,90,4,0,2437
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-27 10:35:00,2019-05-27 01:30:00,895,0,0,6104
SpiceJet,8,BOM,HYD,BOM-HYD,0,2019-06-06 22:45:00,2019-06-06 00:15:00,90,3,0,1965
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-12 13:00:00,2019-06-12 21:00:00,480,2,0,7408
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-06-18 06:25:00,2019-06-18 07:55:00,90,1,0,4049
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-01 19:50:00,2019-06-01 22:50:00,180,5,1,8016
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 07:00:00,2019-05-09 19:00:00,720,3,0,10197
