airline,airlineid,source,destination,route,total_stops,departuredatetime,arrivaldatetime,durationminutes,dayofweek,isweekend,price,Total_Stops,DepartureHour,DepartureDay,DepartureMonth,DepartureWeekday,IsWeekend,DaysUntilDeparture,price_min,price_max,price_avg,Label
4,4,2,0,CCU-BLR,1,2019-05-21 20:25:00,2019-05-21 22:05:00,0.526032315978456,1,0,13067,1,0.8695652173913043,21,5,1,0,81,3480,31945,9158.164693593315,0
1,1,2,0,CCU-BLR,2,2019-04-01 16:45:00,2019-04-01 20:25:00,0.5691202872531419,0,0,9920,2,0.6956521739130435,1,4,0,0,31,3480,31945,9158.164693593315,0
2,2,0,4,BLR-DEL,0,2019-04-01 07:45:00,2019-04-01 10:40:00,0.035906642728904856,0,0,4239,0,0.30434782608695654,1,4,0,0,31,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-06-06 21:50:00,2019-06-06 19:00:00,0.429084380610413,3,0,14714,1,0.9130434782608695,6,6,3,0,97,3876,52285,10539.014103129131,0
3,3,2,0,CCU-BLR,1,2019-05-06 18:05:00,2019-05-06 23:30:00,0.08976660682226212,0,0,6218,1,0.7826086956521738,6,5,0,0,66,3480,31945,9158.164693593315,1
3,3,6,2,MAA-CCU,0,2019-03-01 05:15:00,2019-03-01 07:35:00,0.02333931777378815,4,0,7295,0,0.21739130434782608,1,3,4,0,0,3145,19630,4788.0837696335075,0
6,6,4,3,DEL-COK,1,2019-06-09 03:50:00,2019-06-09 11:30:00,0.1382405745062837,6,1,7408,1,0.13043478260869565,9,6,6,1,100,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-06-09 09:35:00,2019-06-09 18:00:00,0.15439856373429084,6,1,13994,1,0.3913043478260869,9,6,6,1,100,3480,31945,9158.164693593315,0
3,3,2,0,CCU-BLR,0,2019-05-15 14:25:00,2019-05-15 16:55:00,0.026929982046678638,2,0,5224,0,0.6086956521739131,15,5,2,0,75,3480,31945,9158.164693593315,1
8,8,1,5,BOM-HYD,0,2019-03-09 05:45:00,2019-03-09 07:05:00,0.0017953321364452407,5,1,4391,0,0.21739130434782608,9,3,5,1,8,1759,25139,5059.187679083095,1
1,1,2,0,CCU-BLR,2,2019-05-18 10:00:00,2019-05-18 05:25:00,0.3913824057450629,5,1,14109,2,0.43478260869565216,18,5,5,1,78,3480,31945,9158.164693593315,0
8,8,0,4,BLR-DEL,0,2019-04-27 09:30:00,2019-04-27 12:20:00,0.03411131059245961,5,1,4885,0,0.3913043478260869,27,4,5,1,57,3257,79512,8017.424021838035,1
4,4,0,4,BLR-DEL,0,2019-06-01 08:20:00,2019-06-01 11:20:00,0.037701974865350096,5,1,8016,0,0.34782608695652173,1,6,5,1,92,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-06-24 06:00:00,2019-06-24 12:35:00,0.11490125673249553,0,0,12524,1,0.2608695652173913,24,6,0,0,115,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-03-27 02:15:00,2019-03-27 18:50:00,0.3303411131059246,2,0,6017,1,0.08695652173913043,27,3,2,0,26,3876,52285,10539.014103129131,1
1,1,4,3,DEL-COK,2,2019-05-09 22:00:00,2019-05-09 19:15:00,0.4308797127468582,3,0,10441,2,0.9565217391304348,9,5,3,0,69,3876,52285,10539.014103129131,0
8,8,0,4,BLR-DEL,0,2019-04-01 21:10:00,2019-04-01 00:05:00,0.035906642728904856,0,0,3625,0,0.9130434782608695,1,4,0,0,31,3257,79512,8017.424021838035,1
1,1,4,3,DEL-COK,3,2019-03-09 05:15:00,2019-03-09 19:15:00,0.7917414721723519,5,1,15586,3,0.21739130434782608,9,3,5,1,8,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,1,2019-03-27 08:00:00,2019-03-27 19:15:00,0.2154398563734291,2,0,7199,1,0.34782608695652173,27,3,2,0,26,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-03-21 06:20:00,2019-03-21 04:25:00,0.44883303411131065,3,0,12273,2,0.2608695652173913,21,3,3,0,20,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-06-06 19:00:00,2019-06-06 01:30:00,0.11310592459605028,3,0,7530,1,0.8260869565217391,6,6,3,0,97,3876,52285,10539.014103129131,1
4,4,1,5,BOM-HYD,0,2019-05-21 19:35:00,2019-05-21 21:05:00,0.005385996409335729,1,0,5678,0,0.8260869565217391,21,5,1,0,81,1759,25139,5059.187679083095,0
1,1,4,3,DEL-COK,2,2019-06-24 10:55:00,2019-06-24 07:40:00,0.42010771992818674,0,0,11753,2,0.43478260869565216,24,6,0,0,115,3876,52285,10539.014103129131,0
8,8,1,5,BOM-HYD,0,2019-05-21 22:45:00,2019-05-21 00:15:00,0.005385996409335729,1,0,1965,0,0.9565217391304348,21,5,1,0,81,1759,25139,5059.187679083095,1
3,3,4,3,DEL-COK,1,2019-03-21 06:40:00,2019-03-21 13:20:00,0.11669658886894076,3,0,10208,1,0.2608695652173913,21,3,3,0,20,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-05-21 20:25:00,2019-05-21 01:30:00,0.08258527827648116,1,0,5054,1,0.8695652173913043,21,5,1,0,81,3876,52285,10539.014103129131,1
3,3,4,3,DEL-COK,1,2019-03-03 08:25:00,2019-03-03 15:30:00,0.125673249551167,6,1,14871,1,0.34782608695652173,3,3,6,1,2,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-05-18 07:05:00,2019-05-18 19:00:00,0.22980251346499103,5,1,12373,1,0.30434782608695654,18,5,5,1,78,3876,52285,10539.014103129131,0
8,8,1,5,BOM-HYD,0,2019-06-15 22:45:00,2019-06-15 00:15:00,0.005385996409335729,5,1,2017,0,0.9565217391304348,15,6,5,1,106,1759,25139,5059.187679083095,1
4,4,2,0,CCU-BLR,1,2019-03-24 13:55:00,2019-03-24 04:45:00,0.2926391382405745,6,1,10661,1,0.5652173913043478,24,3,6,1,23,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-05-09 10:20:00,2019-05-09 19:00:00,0.15978456014362658,3,0,9794,1,0.43478260869565216,9,5,3,0,69,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-09 20:25:00,2019-05-09 23:35:00,0.5583482944344704,3,0,13067,1,0.8695652173913043,9,5,3,0,69,3480,31945,9158.164693593315,0
8,8,6,2,MAA-CCU,0,2019-03-03 17:45:00,2019-03-03 20:05:00,0.02333931777378815,6,1,7298,0,0.7391304347826086,3,3,6,1,2,3145,19630,4788.0837696335075,0
3,3,0,4,BLR-DEL,0,2019-03-03 10:05:00,2019-03-03 13:00:00,0.035906642728904856,6,1,7648,0,0.43478260869565216,3,3,6,1,2,3257,79512,8017.424021838035,0
1,1,2,0,CCU-BLR,2,2019-05-12 12:00:00,2019-05-12 21:50:00,0.18491921005385997,6,1,10676,2,0.5217391304347826,12,5,6,1,72,3480,31945,9158.164693593315,0
1,1,0,4,BLR-DEL,0,2019-06-03 10:00:00,2019-06-03 12:45:00,0.03231597845601437,0,0,6961,0,0.43478260869565216,3,6,0,0,94,3257,79512,8017.424021838035,1
3,3,4,3,DEL-COK,1,2019-05-15 11:25:00,2019-05-15 01:30:00,0.2764811490125674,2,0,6979,1,0.4782608695652174,15,5,2,0,75,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-05-27 09:00:00,2019-05-27 21:00:00,0.23159784560143631,0,0,13587,1,0.3913043478260869,27,5,0,0,87,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-24 14:05:00,2019-05-24 23:35:00,0.177737881508079,4,0,10844,1,0.6086956521739131,24,5,4,0,84,3480,31945,9158.164693593315,0
3,3,0,4,BLR-DEL,0,2019-05-12 10:10:00,2019-05-12 13:00:00,0.03411131059245961,6,1,3943,0,0.43478260869565216,12,5,6,1,72,3257,79512,8017.424021838035,1
3,3,4,3,DEL-COK,1,2019-06-12 09:15:00,2019-06-12 21:00:00,0.22621184919210058,2,0,6838,1,0.3913043478260869,12,6,2,0,103,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-04-15 13:00:00,2019-04-15 19:00:00,0.10233393177737883,0,0,6542,1,0.5652173913043478,15,4,0,0,45,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-05-21 07:05:00,2019-05-21 19:00:00,0.22980251346499103,1,0,12239,1,0.30434782608695654,21,5,1,0,81,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-12 16:30:00,2019-05-12 04:40:00,0.23518850987432677,6,1,14388,1,0.6956521739130435,12,5,6,1,72,3480,31945,9158.164693593315,0
3,3,2,0,CCU-BLR,0,2019-03-12 05:30:00,2019-03-12 08:20:00,0.03411131059245961,1,0,4148,0,0.21739130434782608,12,3,1,0,11,3480,31945,9158.164693593315,1
6,6,4,3,DEL-COK,2,2019-05-18 15:05:00,2019-05-18 01:30:00,0.19748653500897667,5,1,16840,2,0.6521739130434783,18,5,5,1,78,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-06-03 09:45:00,2019-06-03 22:30:00,0.24775583482944347,0,0,9646,1,0.3913043478260869,3,6,0,0,94,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-06-09 21:10:00,2019-06-09 18:15:00,0.4272890484739677,6,1,14571,1,0.9130434782608695,9,6,6,1,100,3480,31945,9158.164693593315,0
3,3,4,3,DEL-COK,1,2019-05-15 16:00:00,2019-05-15 01:30:00,0.177737881508079,2,0,7923,1,0.6956521739130435,15,5,2,0,75,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-05-12 20:00:00,2019-05-12 04:40:00,0.15978456014362658,6,1,8586,1,0.8695652173913043,12,5,6,1,72,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-06-03 13:15:00,2019-06-03 22:30:00,0.17235188509874327,0,0,9646,1,0.5652173913043478,3,6,0,0,94,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-18 14:05:00,2019-05-18 12:00:00,0.44524236983842014,5,1,14388,1,0.6086956521739131,18,5,5,1,78,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-06-12 16:30:00,2019-06-12 16:20:00,0.4865350089766607,2,0,13044,1,0.6956521739130435,12,6,2,0,103,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-05-21 10:00:00,2019-05-21 19:00:00,0.16696588868940754,1,0,10197,1,0.43478260869565216,21,5,1,0,81,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-06-01 19:45:00,2019-06-01 19:00:00,0.473967684021544,5,1,14714,1,0.8260869565217391,1,6,5,1,92,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,1,2019-06-01 10:00:00,2019-06-01 19:15:00,0.17235188509874327,5,1,9929,1,0.43478260869565216,1,6,5,1,92,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-03-21 22:50:00,2019-03-21 04:25:00,0.09335727109515261,3,0,6017,1,0.9565217391304348,21,3,3,0,20,3876,52285,10539.014103129131,1
8,8,6,2,MAA-CCU,0,2019-06-27 09:45:00,2019-06-27 12:00:00,0.02154398563734291,3,0,3597,0,0.3913043478260869,27,6,3,0,118,3145,19630,4788.0837696335075,1
1,1,4,3,DEL-COK,1,2019-03-21 13:30:00,2019-03-21 23:00:00,0.177737881508079,3,0,5704,1,0.5652173913043478,21,3,3,0,20,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-06-03 19:45:00,2019-06-03 04:25:00,0.15978456014362658,0,0,14714,1,0.8260869565217391,3,6,0,0,94,3876,52285,10539.014103129131,0
1,1,0,4,BLR-DEL,0,2019-05-12 10:00:00,2019-05-12 12:45:00,0.03231597845601437,6,1,5228,0,0.43478260869565216,12,5,6,1,72,3257,79512,8017.424021838035,1
4,4,2,0,CCU-BLR,1,2019-04-01 09:35:00,2019-04-01 10:55:00,0.5188509874326751,0,0,11467,1,0.3913043478260869,1,4,0,0,31,3480,31945,9158.164693593315,0
10,10,0,4,BLR-DEL,0,2019-06-06 09:45:00,2019-06-06 12:35:00,0.03411131059245961,3,0,4668,0,0.3913043478260869,6,6,3,0,97,3257,79512,8017.424021838035,1
3,3,0,4,BLR-DEL,0,2019-04-18 21:15:00,2019-04-18 00:15:00,0.037701974865350096,3,0,4591,0,0.9130434782608695,18,4,3,0,48,3257,79512,8017.424021838035,1
3,3,0,4,BLR-DEL,0,2019-05-12 21:15:00,2019-05-12 00:15:00,0.037701974865350096,6,1,3943,0,0.9130434782608695,12,5,6,1,72,3257,79512,8017.424021838035,1
1,1,0,4,BLR-DEL,0,2019-04-21 10:00:00,2019-04-21 12:45:00,0.03231597845601437,6,1,5228,0,0.43478260869565216,21,4,6,1,51,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-03-27 02:15:00,2019-03-27 18:50:00,0.3303411131059246,2,0,12242,1,0.08695652173913043,27,3,2,0,26,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-06-09 07:05:00,2019-06-09 09:25:00,0.540394973070018,6,1,11185,2,0.30434782608695654,9,6,6,1,100,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-04-09 09:15:00,2019-04-09 01:30:00,0.32315978456014366,1,0,6573,1,0.3913043478260869,9,4,1,0,39,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-05-15 16:30:00,2019-05-15 22:35:00,0.10412926391382406,2,0,14781,1,0.6956521739130435,15,5,2,0,75,3480,31945,9158.164693593315,0
1,1,2,0,CCU-BLR,2,2019-06-12 16:45:00,2019-06-12 08:55:00,0.32136445242369843,2,0,14960,2,0.6956521739130435,12,6,2,0,103,3480,31945,9158.164693593315,0
3,3,6,2,MAA-CCU,0,2019-05-15 11:35:00,2019-05-15 14:00:00,0.02513464991023339,2,0,4332,0,0.4782608695652174,15,5,2,0,75,3145,19630,4788.0837696335075,0
0,0,0,4,BLR-DEL,0,2019-03-03 05:50:00,2019-03-03 08:40:00,0.03411131059245961,6,1,7652,0,0.21739130434782608,3,3,6,1,2,3257,79512,8017.424021838035,0
4,4,2,0,CCU-BLR,1,2019-05-24 09:35:00,2019-05-24 21:05:00,0.22082585278276484,4,0,14151,1,0.3913043478260869,24,5,4,0,84,3480,31945,9158.164693593315,0
8,8,0,4,BLR-DEL,0,2019-06-12 09:30:00,2019-06-12 12:20:00,0.03411131059245961,2,0,4319,0,0.3913043478260869,12,6,2,0,103,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,2,2019-03-21 19:10:00,2019-03-21 18:50:00,0.48294434470377023,3,0,10929,2,0.8260869565217391,21,3,3,0,20,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,2,2019-03-24 07:00:00,2019-03-24 10:00:00,0.55475763016158,6,1,11491,2,0.30434782608695654,24,3,6,1,23,3480,31945,9158.164693593315,0
3,3,4,3,DEL-COK,0,2019-04-18 14:20:00,2019-04-18 17:35:00,0.04308797127468582,3,0,6015,0,0.6086956521739131,18,4,3,0,48,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-06-12 09:35:00,2019-06-12 21:05:00,0.22082585278276484,2,0,12692,1,0.3913043478260869,12,6,2,0,103,3480,31945,9158.164693593315,0
0,0,2,0,CCU-BLR,0,2019-03-09 22:50:00,2019-03-09 01:20:00,0.026929982046678638,5,1,4384,0,0.9565217391304348,9,3,5,1,8,3480,31945,9158.164693593315,1
3,3,0,4,BLR-DEL,0,2019-06-03 06:05:00,2019-06-03 08:50:00,0.03231597845601437,0,0,3943,0,0.2608695652173913,3,6,0,0,94,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-05-18 09:00:00,2019-05-18 19:00:00,0.18850987432675048,5,1,12373,1,0.3913043478260869,18,5,5,1,78,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-06 08:00:00,2019-03-06 13:15:00,0.08617594254937164,2,0,19225,1,0.34782608695652173,6,3,2,0,5,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,1,2019-03-09 19:45:00,2019-03-09 18:50:00,0.47037701974865354,5,1,14053,1,0.8260869565217391,9,3,5,1,8,3876,52285,10539.014103129131,0
1,1,0,4,BLR-DEL,0,2019-04-12 13:20:00,2019-04-12 16:10:00,0.03411131059245961,4,0,5911,0,0.5652173913043478,12,4,4,0,42,3257,79512,8017.424021838035,1
6,6,4,3,DEL-COK,1,2019-06-09 06:40:00,2019-06-09 19:00:00,0.23877917414721728,6,1,10877,1,0.2608695652173913,9,6,6,1,100,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-06-06 18:55:00,2019-06-06 04:40:00,0.18312387791741475,3,0,7757,1,0.7826086956521738,6,6,3,0,97,3480,31945,9158.164693593315,1
3,3,4,3,DEL-COK,1,2019-03-21 07:35:00,2019-03-21 16:10:00,0.15798922800718135,3,0,6558,1,0.30434782608695654,21,3,3,0,20,3876,52285,10539.014103129131,1
3,3,2,0,CCU-BLR,0,2019-04-21 09:35:00,2019-04-21 12:20:00,0.03231597845601437,6,1,4804,0,0.3913043478260869,21,4,6,1,51,3480,31945,9158.164693593315,1
4,4,1,5,BOM-HYD,0,2019-03-18 15:50:00,2019-03-18 17:20:00,0.005385996409335729,0,0,5678,0,0.6521739130434783,18,3,0,0,17,1759,25139,5059.187679083095,0
4,4,4,3,DEL-COK,1,2019-05-09 10:00:00,2019-05-09 04:25:00,0.36983842010771995,3,0,12373,1,0.43478260869565216,9,5,3,0,69,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,0,2019-05-06 06:00:00,2019-05-06 08:45:00,0.03231597845601437,0,0,5198,0,0.2608695652173913,6,5,0,0,66,3257,79512,8017.424021838035,1
3,3,2,0,CCU-BLR,0,2019-06-01 14:25:00,2019-06-01 16:55:00,0.026929982046678638,5,1,6064,0,0.6086956521739131,1,6,5,1,92,3480,31945,9158.164693593315,1
4,4,4,3,DEL-COK,1,2019-03-09 21:50:00,2019-03-09 04:25:00,0.11490125673249553,5,1,15029,1,0.9130434782608695,9,3,5,1,8,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-04-09 05:30:00,2019-04-09 19:00:00,0.2639138240574507,1,0,10909,2,0.21739130434782608,9,4,1,0,39,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-03-09 08:40:00,2019-03-09 19:45:00,0.2118491921005386,5,1,18492,1,0.34782608695652173,9,3,5,1,8,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-06-24 02:15:00,2019-06-24 04:25:00,0.5368043087971275,0,0,10262,1,0.08695652173913043,24,6,0,0,115,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-18 11:50:00,2019-05-18 17:35:00,0.0969479353680431,5,1,8781,1,0.4782608695652174,18,5,5,1,78,3480,31945,9158.164693593315,0
3,3,4,3,DEL-COK,1,2019-05-27 08:35:00,2019-05-27 16:10:00,0.1364452423698384,0,0,6442,1,0.34782608695652173,27,5,0,0,87,3876,52285,10539.014103129131,1
4,4,1,5,BOM-HYD,1,2019-03-12 09:50:00,2019-03-12 16:35:00,0.11849192100538601,1,0,20120,1,0.3913043478260869,12,3,1,0,11,1759,25139,5059.187679083095,0
10,10,0,4,BLR-DEL,0,2019-05-27 19:30:00,2019-05-27 22:15:00,0.03231597845601437,0,0,4878,0,0.8260869565217391,27,5,0,0,87,3257,79512,8017.424021838035,1
4,4,0,4,BLR-DEL,1,2019-03-06 05:45:00,2019-03-06 18:25:00,0.24596050269299824,2,0,16736,1,0.21739130434782608,6,3,2,0,5,3257,79512,8017.424021838035,0
8,8,2,0,CCU-BLR,1,2019-05-24 11:15:00,2019-05-24 18:30:00,0.12926391382405744,4,0,9630,1,0.4782608695652174,24,5,4,0,84,3480,31945,9158.164693593315,0
10,10,2,0,CCU-BLR,1,2019-05-09 07:10:00,2019-05-09 18:50:00,0.22441651705565535,3,0,8610,1,0.30434782608695654,9,5,3,0,69,3480,31945,9158.164693593315,0
10,10,6,2,MAA-CCU,0,2019-06-27 07:05:00,2019-06-27 09:20:00,0.02154398563734291,3,0,3687,0,0.30434782608695654,27,6,3,0,118,3145,19630,4788.0837696335075,1
10,10,2,0,CCU-BLR,1,2019-05-15 20:20:00,2019-05-15 09:05:00,0.24775583482944347,2,0,8452,1,0.8695652173913043,15,5,2,0,75,3480,31945,9158.164693593315,0
3,3,0,4,BLR-DEL,0,2019-05-18 10:30:00,2019-05-18 13:20:00,0.03411131059245961,5,1,3943,0,0.43478260869565216,18,5,5,1,78,3257,79512,8017.424021838035,1
3,3,1,5,BOM-HYD,0,2019-03-15 06:20:00,2019-03-15 07:45:00,0.003590664272890485,4,0,3342,0,0.2608695652173913,15,3,4,0,14,1759,25139,5059.187679083095,1
4,4,2,0,CCU-BLR,1,2019-05-12 20:25:00,2019-05-12 14:25:00,0.36086175942549376,6,1,13067,1,0.8695652173913043,12,5,6,1,72,3480,31945,9158.164693593315,0
10,10,0,4,BLR-DEL,0,2019-05-06 19:30:00,2019-05-06 22:15:00,0.03231597845601437,0,0,4878,0,0.8260869565217391,6,5,0,0,66,3257,79512,8017.424021838035,1
4,4,2,0,CCU-BLR,1,2019-05-09 21:10:00,2019-05-09 10:05:00,0.251346499102334,3,0,14388,1,0.9130434782608695,9,5,3,0,69,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,2,2019-05-27 13:25:00,2019-05-27 04:25:00,0.29622980251346503,0,0,16704,2,0.5652173913043478,27,5,0,0,87,3876,52285,10539.014103129131,0
1,1,1,5,BOM-HYD,0,2019-05-21 19:30:00,2019-05-21 20:45:00,0.0,1,0,3100,0,0.8260869565217391,21,5,1,0,81,1759,25139,5059.187679083095,1
1,1,0,4,BLR-DEL,3,2019-03-12 17:25:00,2019-03-12 18:05:00,0.5044883303411132,1,0,13387,3,0.7391304347826086,12,3,1,0,11,3257,79512,8017.424021838035,0
3,3,1,5,BOM-HYD,0,2019-06-09 09:10:00,2019-06-09 10:40:00,0.005385996409335729,6,1,4049,0,0.3913043478260869,9,6,6,1,100,1759,25139,5059.187679083095,1
4,4,4,3,DEL-COK,2,2019-05-18 05:30:00,2019-05-18 19:00:00,0.2639138240574507,5,1,13029,2,0.21739130434782608,18,5,5,1,78,3876,52285,10539.014103129131,0
8,8,0,4,BLR-DEL,0,2019-04-09 21:10:00,2019-04-09 00:05:00,0.035906642728904856,1,0,3919,0,0.9130434782608695,9,4,1,0,39,3257,79512,8017.424021838035,1
3,3,6,2,MAA-CCU,0,2019-05-03 05:15:00,2019-05-03 07:40:00,0.02513464991023339,4,0,3850,0,0.21739130434782608,3,5,4,0,63,3145,19630,4788.0837696335075,1
1,1,4,3,DEL-COK,2,2019-06-24 13:15:00,2019-06-24 09:25:00,0.40754039497307004,0,0,8839,2,0.5652173913043478,24,6,0,0,115,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-04-01 16:30:00,2019-04-01 04:40:00,0.23518850987432677,0,0,7064,1,0.6956521739130435,1,4,0,0,31,3480,31945,9158.164693593315,1
4,4,2,0,CCU-BLR,1,2019-05-12 20:00:00,2019-05-12 08:15:00,0.236983842010772,6,1,13941,1,0.8695652173913043,12,5,6,1,72,3480,31945,9158.164693593315,0
1,1,2,0,CCU-BLR,3,2019-05-24 10:00:00,2019-05-24 10:30:00,0.5008976660682226,4,0,13007,3,0.43478260869565216,24,5,4,0,84,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-05-18 14:05:00,2019-05-18 22:35:00,0.15619389587073612,5,1,14781,1,0.6086956521739131,18,5,5,1,78,3480,31945,9158.164693593315,0
4,4,1,5,BOM-HYD,0,2019-03-18 19:35:00,2019-03-18 21:05:00,0.005385996409335729,0,0,2071,0,0.8260869565217391,18,3,0,0,17,1759,25139,5059.187679083095,1
4,4,4,3,DEL-COK,0,2019-06-21 11:00:00,2019-06-21 14:15:00,0.04308797127468582,4,0,4256,0,0.4782608695652174,21,6,4,0,112,3876,52285,10539.014103129131,1
10,10,0,4,BLR-DEL,0,2019-03-09 16:00:00,2019-03-09 18:35:00,0.02872531418312388,5,1,7923,0,0.6956521739130435,9,3,5,1,8,3257,79512,8017.424021838035,0
0,0,2,0,CCU-BLR,0,2019-03-15 22:50:00,2019-03-15 01:20:00,0.026929982046678638,4,0,3782,0,0.9565217391304348,15,3,4,0,14,3480,31945,9158.164693593315,1
4,4,2,0,CCU-BLR,1,2019-05-15 20:25:00,2019-05-15 09:45:00,0.26032315978456017,2,0,12384,1,0.8695652173913043,15,5,2,0,75,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-03-21 10:00:00,2019-03-21 01:35:00,0.30879712746858173,3,0,8565,1,0.43478260869565216,21,3,3,0,20,3876,52285,10539.014103129131,1
3,3,4,3,DEL-COK,1,2019-03-21 16:00:00,2019-03-21 21:00:00,0.08078994614003591,3,0,6232,1,0.6956521739130435,21,3,3,0,20,3876,52285,10539.014103129131,1
3,3,0,4,BLR-DEL,0,2019-03-09 05:30:00,2019-03-09 08:20:00,0.03411131059245961,5,1,4777,0,0.21739130434782608,9,3,5,1,8,3257,79512,8017.424021838035,1
1,1,2,0,CCU-BLR,0,2019-06-01 20:45:00,2019-06-01 23:20:00,0.02872531418312388,5,1,4145,0,0.8695652173913043,1,6,5,1,92,3480,31945,9158.164693593315,1
0,0,2,0,CCU-BLR,1,2019-05-15 22:40:00,2019-05-15 10:40:00,0.23159784560143631,2,0,5192,1,0.9565217391304348,15,5,2,0,75,3480,31945,9158.164693593315,1
1,1,4,3,DEL-COK,0,2019-04-01 05:10:00,2019-04-01 08:00:00,0.03411131059245961,0,0,4729,0,0.21739130434782608,1,4,0,0,31,3876,52285,10539.014103129131,1
3,3,4,3,DEL-COK,1,2019-06-03 06:40:00,2019-06-03 21:00:00,0.2818671454219031,0,0,6093,1,0.2608695652173913,3,6,0,0,94,3876,52285,10539.014103129131,1
1,1,2,0,CCU-BLR,1,2019-05-01 09:25:00,2019-05-01 18:30:00,0.16876122082585282,2,0,8891,1,0.3913043478260869,1,5,2,0,61,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,1,2019-03-27 16:00:00,2019-03-27 04:25:00,0.2405745062836625,2,0,12242,1,0.6956521739130435,27,3,2,0,26,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-01 17:00:00,2019-05-01 18:00:00,0.5116696588868941,2,0,11467,1,0.7391304347826086,1,5,2,0,61,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-05-21 21:10:00,2019-05-21 09:20:00,0.23518850987432677,1,0,14781,1,0.9130434782608695,21,5,1,0,81,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-05-18 07:00:00,2019-05-18 19:00:00,0.23159784560143631,5,1,10197,1,0.30434782608695654,18,5,5,1,78,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-06 21:25:00,2019-03-06 09:30:00,0.23339317773788154,2,0,17261,1,0.9130434782608695,6,3,2,0,5,3257,79512,8017.424021838035,0
1,1,4,3,DEL-COK,1,2019-05-01 20:40:00,2019-05-01 09:25:00,0.24775583482944347,2,0,7480,1,0.8695652173913043,1,5,2,0,61,3876,52285,10539.014103129131,1
3,3,2,0,CCU-BLR,0,2019-05-21 15:30:00,2019-05-21 18:05:00,0.02872531418312388,1,0,4804,0,0.6521739130434783,21,5,1,0,81,3480,31945,9158.164693593315,1
